repo_name,url,error_message
YawenChen0823/Kernel-SGD,https://github.com/YawenChen0823/Kernel-SGD,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/YawenChen0823/Kernel-SGD repos/YawenChen0823/Kernel-SGD  stderr: Cloning into repos/YawenChen0823/Kernel-SGD...fatal: could not read Username for https://github.com: Device not configured'
raudez77/End2End_ML_Practice,https://github.com/raudez77/End2End_ML_Practice,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/raudez77/End2End_ML_Practice repos/raudez77/End2End_ML_Practice  stderr: Cloning into repos/raudez77/End2End_ML_Practice...fatal: could not read Username for https://github.com: Device not configured'
antologycreation/antologycreation,https://github.com/antologycreation/antologycreation,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/antologycreation/antologycreation repos/antologycreation/antologycreation  stderr: Cloning into repos/antologycreation/antologycreation...fatal: could not read Username for https://github.com: Device not configured'
udbhav13/ML_repo,https://github.com/udbhav13/ML_repo,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/udbhav13/ML_repo repos/udbhav13/ML_repo  stderr: Cloning into repos/udbhav13/ML_repo...fatal: could not read Username for https://github.com: Device not configured'
Huseyin-Senel/Machine-Learning,https://github.com/Huseyin-Senel/Machine-Learning,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/Huseyin-Senel/Machine-Learning repos/Huseyin-Senel/Machine-Learning  stderr: fatal: destination path repos/Huseyin-Senel/Machine-Learning already exists and is not an empty directory.'
raminaassaoui/Real_estate,https://github.com/raminaassaoui/Real_estate,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/raminaassaoui/Real_estate repos/raminaassaoui/Real_estate  stderr: Cloning into repos/raminaassaoui/Real_estate...fatal: could not read Username for https://github.com: Device not configured'
wkd-woo/hk-ml,https://github.com/wkd-woo/hk-ml,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/wkd-woo/hk-ml repos/wkd-woo/hk-ml  stderr: Cloning into repos/wkd-woo/hk-ml...fatal: could not read Username for https://github.com: Device not configured'
PatrikG-96/smart-home-ml-endpoint,https://github.com/PatrikG-96/smart-home-ml-endpoint,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/PatrikG-96/smart-home-ml-endpoint repos/PatrikG-96/smart-home-ml-endpoint  stderr: Cloning into repos/PatrikG-96/smart-home-ml-endpoint...fatal: could not read Username for https://github.com: Device not configured'
Tanishq009/Linear_Model_From_Scratch,https://github.com/Tanishq009/Linear_Model_From_Scratch,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/Tanishq009/Linear_Model_From_Scratch repos/Tanishq009/Linear_Model_From_Scratch  stderr: Cloning into repos/Tanishq009/Linear_Model_From_Scratch...fatal: could not read Username for https://github.com: Device not configured'
kimjh0107/Programming_for_AI,https://github.com/kimjh0107/Programming_for_AI,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/kimjh0107/Programming_for_AI repos/kimjh0107/Programming_for_AI  stderr: Cloning into repos/kimjh0107/Programming_for_AI...fatal: could not read Username for https://github.com: Device not configured'
kutayeroglu/serverless-model-gcp,https://github.com/kutayeroglu/serverless-model-gcp,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/kutayeroglu/serverless-model-gcp repos/kutayeroglu/serverless-model-gcp  stderr: Cloning into repos/kutayeroglu/serverless-model-gcp...fatal: could not read Username for https://github.com: Device not configured'
RichSchulz/monitoring-test,https://github.com/RichSchulz/monitoring-test,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/RichSchulz/monitoring-test repos/RichSchulz/monitoring-test  stderr: fatal: destination path repos/RichSchulz/monitoring-test already exists and is not an empty directory.'
hannez-edu/CSS490-InferAccel,https://github.com/hannez-edu/CSS490-InferAccel,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/hannez-edu/CSS490-InferAccel repos/hannez-edu/CSS490-InferAccel  stderr: Cloning into repos/hannez-edu/CSS490-InferAccel...fatal: could not read Username for https://github.com: Device not configured'
NYCU-AISF/IDaS,https://github.com/NYCU-AISF/IDaS,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/NYCU-AISF/IDaS repos/NYCU-AISF/IDaS  stderr: Cloning into repos/NYCU-AISF/IDaS...fatal: could not read Username for https://github.com: Device not configured'
kiangkiangkiang/Deep-Learning,https://github.com/kiangkiangkiang/Deep-Learning,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/kiangkiangkiang/Deep-Learning repos/kiangkiangkiang/Deep-Learning  stderr: Cloning into repos/kiangkiangkiang/Deep-Learning...fatal: could not read Username for https://github.com: Device not configured'
yyyaaan/transfer-learning,https://github.com/yyyaaan/transfer-learning,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/yyyaaan/transfer-learning repos/yyyaaan/transfer-learning  stderr: Cloning into repos/yyyaaan/transfer-learning...fatal: could not read Username for https://github.com: Device not configured'
greteldc/API_predictions_by_model_ML,https://github.com/greteldc/API_predictions_by_model_ML,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/greteldc/API_predictions_by_model_ML repos/greteldc/API_predictions_by_model_ML  stderr: Cloning into repos/greteldc/API_predictions_by_model_ML...fatal: could not read Username for https://github.com: Device not configured'
iaacornus/chatbot,https://github.com/iaacornus/chatbot,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/iaacornus/chatbot repos/iaacornus/chatbot  stderr: Cloning into repos/iaacornus/chatbot...fatal: could not read Username for https://github.com: Device not configured'
FRC-2928/FRC-2928-ML-Files,https://github.com/FRC-2928/FRC-2928-ML-Files,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/FRC-2928/FRC-2928-ML-Files repos/FRC-2928/FRC-2928-ML-Files  stderr: fatal: destination path repos/FRC-2928/FRC-2928-ML-Files already exists and is not an empty directory.'
huitang96/VisionLab,https://github.com/huitang96/VisionLab,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/huitang96/VisionLab repos/huitang96/VisionLab  stderr: Cloning into repos/huitang96/VisionLab...fatal: could not read Username for https://github.com: Device not configured'
ykemiche/merlin-sar,https://github.com/ykemiche/merlin-sar,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/ykemiche/merlin-sar repos/ykemiche/merlin-sar  stderr: Cloning into repos/ykemiche/merlin-sar...fatal: could not read Username for https://github.com: Device not configured'
omar94khan/MLFinalProject,https://github.com/omar94khan/MLFinalProject,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/omar94khan/MLFinalProject repos/omar94khan/MLFinalProject  stderr: Cloning into repos/omar94khan/MLFinalProject...fatal: could not read Username for https://github.com: Device not configured'
ChristopheLagaillarde/change_github_pfp_daily_into_the_pic_of_a_cat_that_does_not_exist,https://github.com/ChristopheLagaillarde/change_github_pfp_daily_into_the_pic_of_a_cat_that_does_not_exist,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/ChristopheLagaillarde/change_github_pfp_daily_into_the_pic_of_a_cat_that_does_not_exist repos/ChristopheLagaillarde/change_github_pfp_daily_into_the_pic_of_a_cat_that_does_not_exist  stderr: Cloning into repos/ChristopheLagaillarde/change_github_pfp_daily_into_the_pic_of_a_cat_that_does_not_exist...fatal: could not read Username for https://github.com: Device not configured'
nsudhanva/image-colorization,https://github.com/nsudhanva/image-colorization,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/nsudhanva/image-colorization repos/nsudhanva/image-colorization  stderr: fatal: destination path repos/nsudhanva/image-colorization already exists and is not an empty directory.'
tristanratz/Interactive-Image-Segmentation,https://github.com/tristanratz/Interactive-Image-Segmentation,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/tristanratz/Interactive-Image-Segmentation repos/tristanratz/Interactive-Image-Segmentation  stderr: fatal: destination path repos/tristanratz/Interactive-Image-Segmentation already exists and is not an empty directory.'
Vishnu-572/simple-chat-bot-in-python,https://github.com/Vishnu-572/simple-chat-bot-in-python,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/Vishnu-572/simple-chat-bot-in-python repos/Vishnu-572/simple-chat-bot-in-python  stderr: Cloning into repos/Vishnu-572/simple-chat-bot-in-python...fatal: could not read Username for https://github.com: Device not configured'
BDBC-KG-NLP/Generating-Chinese-Ci_AAAI2019,https://github.com/BDBC-KG-NLP/Generating-Chinese-Ci_AAAI2019,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/BDBC-KG-NLP/Generating-Chinese-Ci_AAAI2019 repos/BDBC-KG-NLP/Generating-Chinese-Ci_AAAI2019  stderr: fatal: destination path repos/BDBC-KG-NLP/Generating-Chinese-Ci_AAAI2019 already exists and is not an empty directory.'
dapierrot21/lpthw,https://github.com/dapierrot21/lpthw,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/dapierrot21/lpthw repos/dapierrot21/lpthw  stderr: Cloning into repos/dapierrot21/lpthw...fatal: could not read Username for https://github.com: Device not configured'
nathanLuong/Othello,https://github.com/nathanLuong/Othello,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/nathanLuong/Othello repos/nathanLuong/Othello  stderr: Cloning into repos/nathanLuong/Othello...fatal: could not read Username for https://github.com: Device not configured'
nathanLuong/Railroad,https://github.com/nathanLuong/Railroad,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/nathanLuong/Railroad repos/nathanLuong/Railroad  stderr: Cloning into repos/nathanLuong/Railroad...fatal: could not read Username for https://github.com: Device not configured'
SebastijanKokai/aibg2021-ns,https://github.com/SebastijanKokai/aibg2021-ns,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/SebastijanKokai/aibg2021-ns repos/SebastijanKokai/aibg2021-ns  stderr: Cloning into repos/SebastijanKokai/aibg2021-ns...fatal: could not read Username for https://github.com: Device not configured'
TATinev18/HackathonBurgas2021,https://github.com/TATinev18/HackathonBurgas2021,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/TATinev18/HackathonBurgas2021 repos/TATinev18/HackathonBurgas2021  stderr: Cloning into repos/TATinev18/HackathonBurgas2021...fatal: could not read Username for https://github.com: Device not configured'
amamory-ampere/coursera-discrete-optimization,https://github.com/amamory-ampere/coursera-discrete-optimization,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/amamory-ampere/coursera-discrete-optimization repos/amamory-ampere/coursera-discrete-optimization  stderr: fatal: destination path repos/amamory-ampere/coursera-discrete-optimization already exists and is not an empty directory.'
NobleProgrammer/inappropiate-kid-videos-detector,https://github.com/NobleProgrammer/inappropiate-kid-videos-detector,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/NobleProgrammer/inappropiate-kid-videos-detector repos/NobleProgrammer/inappropiate-kid-videos-detector  stderr: fatal: destination path repos/NobleProgrammer/inappropiate-kid-videos-detector already exists and is not an empty directory.'
M074MED/Text_Editor,https://github.com/M074MED/Text_Editor,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/M074MED/Text_Editor repos/M074MED/Text_Editor  stderr: Cloning into repos/M074MED/Text_Editor...POST git-upload-pack (191 bytes)error: could not lock config file /Users/sdgire/PycharmProjects/pythonProject/repos/M074MED/Text_Editor/.git/config: No such file or directoryfatal: could not set core.repositoryformatversion to 0'
awc34/heat_transfer_enhancement,https://github.com/awc34/heat_transfer_enhancement,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/awc34/heat_transfer_enhancement repos/awc34/heat_transfer_enhancement  stderr: fatal: destination path repos/awc34/heat_transfer_enhancement already exists and is not an empty directory.'
ViZDoomBot/stable-baselines-agent,https://github.com/ViZDoomBot/stable-baselines-agent,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/ViZDoomBot/stable-baselines-agent repos/ViZDoomBot/stable-baselines-agent  stderr: fatal: destination path repos/ViZDoomBot/stable-baselines-agent already exists and is not an empty directory.'
xiaomiwujiecao/DataAnalysisInAction,https://github.com/xiaomiwujiecao/DataAnalysisInAction,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/xiaomiwujiecao/DataAnalysisInAction repos/xiaomiwujiecao/DataAnalysisInAction  stderr: fatal: destination path repos/xiaomiwujiecao/DataAnalysisInAction already exists and is not an empty directory.'
Go-Brainer/Go-Brainer,https://github.com/Go-Brainer/Go-Brainer,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/Go-Brainer/Go-Brainer repos/Go-Brainer/Go-Brainer  stderr: fatal: destination path repos/Go-Brainer/Go-Brainer already exists and is not an empty directory.'
elahe-dastan/boogh,https://github.com/elahe-dastan/boogh,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/elahe-dastan/boogh repos/elahe-dastan/boogh  stderr: fatal: destination path repos/elahe-dastan/boogh already exists and is not an empty directory.'
Alexb309/games,https://github.com/Alexb309/games,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/Alexb309/games repos/Alexb309/games  stderr: Cloning into repos/Alexb309/games...fatal: could not read Username for https://github.com: Device not configured'
prestonfrasch/starets,https://github.com/prestonfrasch/starets,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/prestonfrasch/starets repos/prestonfrasch/starets  stderr: fatal: destination path repos/prestonfrasch/starets already exists and is not an empty directory.'
VarshaTolani/TFG,https://github.com/VarshaTolani/TFG,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/VarshaTolani/TFG repos/VarshaTolani/TFG  stderr: Cloning into repos/VarshaTolani/TFG...fatal: could not read Username for https://github.com: Device not configured'
xinyutan/OMSCS,https://github.com/xinyutan/OMSCS,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/xinyutan/OMSCS repos/xinyutan/OMSCS  stderr: Cloning into repos/xinyutan/OMSCS...fatal: could not read Username for https://github.com: Device not configured'
WesleyHsieh0806/FL-HDC,https://github.com/WesleyHsieh0806/FL-HDC,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/WesleyHsieh0806/FL-HDC repos/WesleyHsieh0806/FL-HDC  stderr: fatal: destination path repos/WesleyHsieh0806/FL-HDC already exists and is not an empty directory.'
PoCInnovation/Deep-PoC,https://github.com/PoCInnovation/Deep-PoC,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/PoCInnovation/Deep-PoC repos/PoCInnovation/Deep-PoC  stderr: fatal: destination path repos/PoCInnovation/Deep-PoC already exists and is not an empty directory.'
Shichao-Wang/CircEvent,https://github.com/Shichao-Wang/CircEvent,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/Shichao-Wang/CircEvent repos/Shichao-Wang/CircEvent  stderr: fatal: destination path repos/Shichao-Wang/CircEvent already exists and is not an empty directory.'
NeelBhatt-2206/Artificial-intelligence-using-python,https://github.com/NeelBhatt-2206/Artificial-intelligence-using-python,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/NeelBhatt-2206/Artificial-intelligence-using-python repos/NeelBhatt-2206/Artificial-intelligence-using-python  stderr: Cloning into repos/NeelBhatt-2206/Artificial-intelligence-using-python...fatal: could not read Username for https://github.com: Device not configured'
fwrouk/railroad,https://github.com/fwrouk/railroad,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/fwrouk/railroad repos/fwrouk/railroad  stderr: Cloning into repos/fwrouk/railroad...fatal: could not read Username for https://github.com: Device not configured'
LittleCoinCoin/Plant_Counting,https://github.com/LittleCoinCoin/Plant_Counting,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/LittleCoinCoin/Plant_Counting repos/LittleCoinCoin/Plant_Counting  stderr: fatal: destination path repos/LittleCoinCoin/Plant_Counting already exists and is not an empty directory.'
fwrouk/australia,https://github.com/fwrouk/australia,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/fwrouk/australia repos/fwrouk/australia  stderr: Cloning into repos/fwrouk/australia...fatal: could not read Username for https://github.com: Device not configured'
scilicet64/cyberhunt2021,https://github.com/scilicet64/cyberhunt2021,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/scilicet64/cyberhunt2021 repos/scilicet64/cyberhunt2021  stderr: fatal: destination path repos/scilicet64/cyberhunt2021 already exists and is not an empty directory.'
avioberoi/Anti-Social-Activities-Detection,https://github.com/avioberoi/Anti-Social-Activities-Detection,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/avioberoi/Anti-Social-Activities-Detection repos/avioberoi/Anti-Social-Activities-Detection  stderr: fatal: destination path repos/avioberoi/Anti-Social-Activities-Detection already exists and is not an empty directory.'
Orange-OpenSource/AIVC,https://github.com/Orange-OpenSource/AIVC,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/Orange-OpenSource/AIVC repos/Orange-OpenSource/AIVC  stderr: fatal: destination path repos/Orange-OpenSource/AIVC already exists and is not an empty directory.'
jpvt/melanoma-detection,https://github.com/jpvt/melanoma-detection,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/jpvt/melanoma-detection repos/jpvt/melanoma-detection  stderr: fatal: destination path repos/jpvt/melanoma-detection already exists and is not an empty directory.'
matheuscr30/UFU,https://github.com/matheuscr30/UFU,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/matheuscr30/UFU repos/matheuscr30/UFU  stderr: fatal: destination path repos/matheuscr30/UFU already exists and is not an empty directory.'
general-labs/Luz-Vision,https://github.com/general-labs/Luz-Vision,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/general-labs/Luz-Vision repos/general-labs/Luz-Vision  stderr: fatal: destination path repos/general-labs/Luz-Vision already exists and is not an empty directory.'
ye-kyaw-thu/myPOS,https://github.com/ye-kyaw-thu/myPOS,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/ye-kyaw-thu/myPOS repos/ye-kyaw-thu/myPOS  stderr: fatal: destination path repos/ye-kyaw-thu/myPOS already exists and is not an empty directory.'
mkutu/Annotation_Pipeline,https://github.com/mkutu/Annotation_Pipeline,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/mkutu/Annotation_Pipeline repos/mkutu/Annotation_Pipeline  stderr: Cloning into repos/mkutu/Annotation_Pipeline...fatal: could not read Username for https://github.com: Device not configured'
neonipun/pose-captcha-flask-blog,https://github.com/neonipun/pose-captcha-flask-blog,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/neonipun/pose-captcha-flask-blog repos/neonipun/pose-captcha-flask-blog  stderr: fatal: destination path repos/neonipun/pose-captcha-flask-blog already exists and is not an empty directory.'
Ansh3101/AIIJC,https://github.com/Ansh3101/AIIJC,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/Ansh3101/AIIJC repos/Ansh3101/AIIJC  stderr: Cloning into repos/Ansh3101/AIIJC...fatal: could not read Username for https://github.com: Device not configured'
farivar-tabatabaei/Chomp-Game,https://github.com/farivar-tabatabaei/Chomp-Game,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/farivar-tabatabaei/Chomp-Game repos/farivar-tabatabaei/Chomp-Game  stderr: Cloning into repos/farivar-tabatabaei/Chomp-Game...fatal: could not read Username for https://github.com: Device not configured'
robinzixuan/IQN_Agent,https://github.com/robinzixuan/IQN_Agent,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/robinzixuan/IQN_Agent repos/robinzixuan/IQN_Agent  stderr: fatal: destination path repos/robinzixuan/IQN_Agent already exists and is not an empty directory.'
surbhi-software/ZMOD-development,https://github.com/surbhi-software/ZMOD-development,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/surbhi-software/ZMOD-development repos/surbhi-software/ZMOD-development  stderr: Cloning into repos/surbhi-software/ZMOD-development...fatal: could not read Username for https://github.com: Device not configured'
josemarsilva/study-python,https://github.com/josemarsilva/study-python,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/josemarsilva/study-python repos/josemarsilva/study-python  stderr: fatal: destination path repos/josemarsilva/study-python already exists and is not an empty directory.'
paing1997/myPos,https://github.com/paing1997/myPos,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/paing1997/myPos repos/paing1997/myPos  stderr: fatal: destination path repos/paing1997/myPos already exists and is not an empty directory.'
boozallen/MOTIF,https://github.com/boozallen/MOTIF,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/boozallen/MOTIF repos/boozallen/MOTIF  stderr: fatal: destination path repos/boozallen/MOTIF already exists and is not an empty directory.'
tminhbao/artificial-intelligence-basics-hcmus,https://github.com/tminhbao/artificial-intelligence-basics-hcmus,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/tminhbao/artificial-intelligence-basics-hcmus repos/tminhbao/artificial-intelligence-basics-hcmus  stderr: Cloning into repos/tminhbao/artificial-intelligence-basics-hcmus...fatal: could not read Username for https://github.com: Device not configured'
11Abdelrahman11/Float-to-Binary,https://github.com/11Abdelrahman11/Float-to-Binary,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/11Abdelrahman11/Float-to-Binary repos/11Abdelrahman11/Float-to-Binary  stderr: Cloning into repos/11Abdelrahman11/Float-to-Binary...fatal: could not read Username for https://github.com: Device not configured'
zxz2jj/ReAD,https://github.com/zxz2jj/ReAD,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/zxz2jj/ReAD repos/zxz2jj/ReAD  stderr: fatal: destination path repos/zxz2jj/ReAD already exists and is not an empty directory.'
lrsoenksen/HAIM,https://github.com/lrsoenksen/HAIM,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/lrsoenksen/HAIM repos/lrsoenksen/HAIM  stderr: Cloning into repos/lrsoenksen/HAIM...fatal: could not read Username for https://github.com: Device not configured'
keyestudio/KS0487-Keyestudio-37-in-1-Sensor-Kit-upgrade-v3.0,https://github.com/keyestudio/KS0487-Keyestudio-37-in-1-Sensor-Kit-upgrade-v3.0,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/keyestudio/KS0487-Keyestudio-37-in-1-Sensor-Kit-upgrade-v3.0 repos/keyestudio/KS0487-Keyestudio-37-in-1-Sensor-Kit-upgrade-v3.0  stderr: Cloning into repos/keyestudio/KS0487-Keyestudio-37-in-1-Sensor-Kit-upgrade-v3.0...fatal: could not read Username for https://github.com: Device not configured'
apexrl/AORPO,https://github.com/apexrl/AORPO,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/apexrl/AORPO repos/apexrl/AORPO  stderr: fatal: destination path repos/apexrl/AORPO already exists and is not an empty directory.'
AIRI-Institute/him-agent,https://github.com/AIRI-Institute/him-agent,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/AIRI-Institute/him-agent repos/AIRI-Institute/him-agent  stderr: fatal: destination path repos/AIRI-Institute/him-agent already exists and is not an empty directory.'
DeVinci-Innovation-Center/Alfred,https://github.com/DeVinci-Innovation-Center/Alfred,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/DeVinci-Innovation-Center/Alfred repos/DeVinci-Innovation-Center/Alfred  stderr: fatal: destination path repos/DeVinci-Innovation-Center/Alfred already exists and is not an empty directory.'
mazurowski-lab/osteoarthritis-classification,https://github.com/mazurowski-lab/osteoarthritis-classification,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/mazurowski-lab/osteoarthritis-classification repos/mazurowski-lab/osteoarthritis-classification  stderr: fatal: destination path repos/mazurowski-lab/osteoarthritis-classification already exists and is not an empty directory.'
ardamavi/Vocalize-Sign-Language,https://github.com/ardamavi/Vocalize-Sign-Language,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/ardamavi/Vocalize-Sign-Language repos/ardamavi/Vocalize-Sign-Language  stderr: fatal: destination path repos/ardamavi/Vocalize-Sign-Language already exists and is not an empty directory.'
aj-abad/Cloud-Machine-Learning-BE,https://github.com/aj-abad/Cloud-Machine-Learning-BE,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/aj-abad/Cloud-Machine-Learning-BE repos/aj-abad/Cloud-Machine-Learning-BE  stderr: Cloning into repos/aj-abad/Cloud-Machine-Learning-BE...fatal: could not read Username for https://github.com: Device not configured'
Aleman-L-Emilio/AILab1Part1,https://github.com/Aleman-L-Emilio/AILab1Part1,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/Aleman-L-Emilio/AILab1Part1 repos/Aleman-L-Emilio/AILab1Part1  stderr: Cloning into repos/Aleman-L-Emilio/AILab1Part1...fatal: could not read Username for https://github.com: Device not configured'
yuvaraj-06/Horus_AI,https://github.com/yuvaraj-06/Horus_AI,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/yuvaraj-06/Horus_AI repos/yuvaraj-06/Horus_AI  stderr: Cloning into repos/yuvaraj-06/Horus_AI...fatal: could not read Username for https://github.com: Device not configured'
jjjyc/Prediction-of-TACE-response-in-HCC,https://github.com/jjjyc/Prediction-of-TACE-response-in-HCC,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/jjjyc/Prediction-of-TACE-response-in-HCC repos/jjjyc/Prediction-of-TACE-response-in-HCC  stderr: Cloning into repos/jjjyc/Prediction-of-TACE-response-in-HCC...POST git-upload-pack (191 bytes)POST git-upload-pack (233 bytes)git-lfs filter-process: git-lfs: command not foundfatal: the remote end hung up unexpectedlywarning: Clone succeeded, but checkout failed.You can inspect what was checked out with git statusand retry with git restore --source=HEAD :/'
erifejams/AI-Healthcare-Pro-,https://github.com/erifejams/AI-Healthcare-Pro-,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/erifejams/AI-Healthcare-Pro- repos/erifejams/AI-Healthcare-Pro-  stderr: fatal: destination path repos/erifejams/AI-Healthcare-Pro- already exists and is not an empty directory.'
sunjingyi0415/SSL4MIS,https://github.com/sunjingyi0415/SSL4MIS,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/sunjingyi0415/SSL4MIS repos/sunjingyi0415/SSL4MIS  stderr: Cloning into repos/sunjingyi0415/SSL4MIS...fatal: could not read Username for https://github.com: Device not configured'
arti1117/library,https://github.com/arti1117/library,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/arti1117/library repos/arti1117/library  stderr: Cloning into repos/arti1117/library...fatal: could not read Username for https://github.com: Device not configured'
NREL/WPGNN,https://github.com/NREL/WPGNN,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/NREL/WPGNN repos/NREL/WPGNN  stderr: Cloning into repos/NREL/WPGNN...fatal: could not read Username for https://github.com: Device not configured'
kul-sudo/eportal,https://github.com/kul-sudo/eportal,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/kul-sudo/eportal repos/kul-sudo/eportal  stderr: Cloning into repos/kul-sudo/eportal...fatal: could not read Username for https://github.com: Device not configured'
thainm-uet/Artificial-Intelligence-UET,https://github.com/thainm-uet/Artificial-Intelligence-UET,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/thainm-uet/Artificial-Intelligence-UET repos/thainm-uet/Artificial-Intelligence-UET  stderr: Cloning into repos/thainm-uet/Artificial-Intelligence-UET...fatal: could not read Username for https://github.com: Device not configured'
